Outlet_ID,Year,Month,Distributor_ID,SKU_ID,Volume_Liters,Total_Bill_Value
OUT_12354,2023,12,DIST_C_02,SKU_05,-17.561978037028545,-1580.538590202588
OUT_17926,2023,1,DIST_S_01,SKU_06,-195.7538019697336,-16443.3055277106
OUT_10581,2024,10,DIST_C_03,SKU_08,-15.13238444197343,-6658.221838360835
OUT_16551,2025,12,DIST_NW_01,SKU_02,-54.246169487544215,-13742.39769189325
OUT_06550,2025,11,DIST_W_02,SKU_08,-13.960920978754755,-6142.792820761249
OUT_02072,2023,2,DIST_W_02,SKU_07,-72.07653560126438,-46849.70286077215
OUT_16279,2023,10,DIST_NW_01,SKU_06,-119.54049212390052,-10041.402330894787
OUT_03330,2024,5,DIST_W_02,SKU_06,-397.9350135535184,-33426.50266030958
OUT_15212,2025,6,DIST_NW_02,SKU_03,-20.070486614688896,-7024.716277608684
OUT_13822,2025,2,DIST_NW_02,SKU_05,-12.03276884805914,-1082.9837262601525
OUT_14208,2024,10,DIST_NW_02,SKU_05,-129.59105257553048,-11663.15763464763
OUT_08736,2025,11,DIST_W_01,SKU_10,-18.244393518691023,-6736.388596514222
OUT_07815,2023,5,DIST_W_02,SKU_04,-28.550239700080432,-9278.78731750836
OUT_15238,2023,7,DIST_NW_02,SKU_10,-41.51775757191409,-15329.665699447372
OUT_07262,2023,6,DIST_W_03,SKU_02,-23.58107434503873,-5973.853273366711
OUT_02758,2025,9,DIST_W_02,SKU_04,-49.43867692524582,-16067.596475899862
OUT_11275,2025,8,DIST_C_01,SKU_08,-7.741905211215882,-3406.4257375468555
OUT_07860,2024,9,DIST_W_02,SKU_05,-25.06174415973369,-2255.5640857084304
OUT_11454,2023,11,DIST_C_02,SKU_02,-40.59654888358972,-10284.425511243096
OUT_18823,2025,7,DIST_S_01,SKU_05,-23.61868324292464,-2125.653261643864
OUT_08300,2023,11,DIST_W_01,SKU_02,-29.549227248950515,-7485.766426217161
OUT_07671,2025,3,DIST_W_02,SKU_01,-30.671286882833208,-9201.403493857357
OUT_17771,2023,2,DIST_S_01,SKU_02,-45.76124864343394,-11592.806477617743
OUT_15878,2024,12,DIST_NW_02,SKU_10,-8.888244379924318,-3281.792280905176
OUT_08131,2025,11,DIST_W_02,SKU_05,-59.67541476956837,-5370.818559708138
OUT_18388,2024,10,DIST_S_01,SKU_05,-12.92708007117036,-1163.4068836721772
OUT_16115,2024,11,DIST_NW_02,SKU_08,-7.27222700587607,-3199.793176694818
OUT_15717,2023,5,DIST_NW_02,SKU_05,-107.8959451169521,-9710.618445360156
OUT_11524,2024,5,DIST_C_01,SKU_02,-16.930009899550814,-4288.910607452476
OUT_15420,2025,11,DIST_NW_01,SKU_04,-8.105561062755356,-2634.282988603735
OUT_03207,2023,11,DIST_W_01,SKU_02,-17.518280145989245,-4437.995178667958
OUT_02591,2025,9,DIST_W_03,SKU_03,-25.29921635758205,-8854.7052260417
OUT_16802,2023,2,DIST_NW_01,SKU_09,-2.79753774400248,-6154.60300554816
OUT_12742,2024,10,DIST_C_02,SKU_09,-32.33937755596731,-71146.64377138394
OUT_09436,2025,12,DIST_C_01,SKU_09,-8.548077558087675,-18805.81822849722
OUT_19634,2024,9,DIST_S_01,SKU_06,-636.5242414868507,-53468.017760904266
OUT_07600,2025,10,DIST_W_03,SKU_06,-304.6891465231471,-25593.861504959263
OUT_06509,2025,12,DIST_W_01,SKU_01,-16.357271993569615,-4907.1886896473625
OUT_00815,2024,1,DIST_W_01,SKU_04,-49.07506257640792,-15949.38956660408
OUT_09043,2025,4,DIST_C_01,SKU_02,-130.5349735662288,-33068.82773241728
OUT_12459,2023,6,DIST_C_02,SKU_07,-20.630541928399342,-13409.878083614978
OUT_12372,2024,7,DIST_C_03,SKU_08,-56.27104730833943,-24759.27717125842
OUT_16848,2025,2,DIST_NW_02,SKU_09,-24.51473746019565,-53932.4470192436
OUT_04860,2025,12,DIST_W_03,SKU_01,-18.6713175608044,-5601.374368036152
OUT_14714,2023,6,DIST_NW_02,SKU_06,-125.07821515573052,-10506.521041723588
OUT_00190,2024,9,DIST_W_03,SKU_10,-19.206957087864,-7091.799789474627
OUT_01624,2024,9,DIST_W_01,SKU_02,-174.7790421844671,-44277.3742153202
OUT_12949,2024,2,DIST_C_03,SKU_06,-260.4099678736558,-21874.39181875804
OUT_06255,2024,4,DIST_W_03,SKU_04,-31.52772788165861,-10246.51481571226
OUT_07547,2025,2,DIST_W_01,SKU_10,-7.531757330918073,-2780.9860966186
OUT_10370,2025,11,DIST_C_03,SKU_02,-32.81299259815745,-8312.636635618795
OUT_04414,2023,2,DIST_W_01,SKU_05,-59.659773932728285,-5369.377776575731
OUT_00539,2024,3,DIST_W_01,SKU_01,-30.731703416715437,-9219.51577307306
OUT_09521,2025,8,DIST_C_03,SKU_03,-7.087186650320411,-2480.4827247558583
OUT_06406,2025,12,DIST_W_02,SKU_08,-39.685437985158266,-17461.580119544436
OUT_01771,2025,2,DIST_W_01,SKU_02,-17.175193990593584,-4351.009806351006
OUT_04666,2025,3,DIST_W_03,SKU_01,-4.827936377453425,-1689.7438014983352
OUT_01848,2024,8,DIST_W_03,SKU_05,-19.62226668711178,-1765.9825119229731
OUT_02063,2024,12,DIST_W_01,SKU_04,-7.187428347103488,-2335.9426789654667
OUT_09070,2023,3,DIST_C_03,SKU_08,-30.2580036007475,-13313.503864145052
OUT_19355,2023,6,DIST_S_02,SKU_07,-37.56295234038616,-24415.896944605967
OUT_08614,2024,1,DIST_W_02,SKU_03,-46.28722235707411,-16200.491913176184
OUT_18611,2024,7,DIST_S_01,SKU_09,-5.325499412876281,-11716.073008904212
OUT_12141,2023,4,DIST_C_03,SKU_06,-956.4407948464004,-80340.98387213303
OUT_04558,2023,7,DIST_W_02,SKU_09,-6.761554449093515,-14875.408226374757
OUT_19481,2023,3,DIST_S_02,SKU_06,-121.8119035957098,-10232.232709122887
OUT_19758,2024,11,DIST_S_01,SKU_07,-23.049015554472938,-14981.81122085518
OUT_15415,2025,10,DIST_NW_01,SKU_09,-32.28777453676793,-71033.13241735351
OUT_05156,2025,4,DIST_W_03,SKU_08,-80.47538257271098,-35409.20360178276
OUT_09983,2025,9,DIST_C_03,SKU_03,-4.675247651829805,-1636.3051632974268
OUT_07266,2024,2,DIST_W_02,SKU_08,-28.978518237874283,-12750.571583884926
OUT_06979,2025,6,DIST_W_02,SKU_03,-3.3620773878783816,-1176.7467260612816
OUT_12393,2024,12,DIST_C_01,SKU_04,-14.974393842342716,-4866.674128869764
OUT_13414,2024,10,DIST_NW_01,SKU_05,-67.19631537886038,-6047.710533986899
OUT_05971,2023,2,DIST_W_02,SKU_10,-8.00868098460267,-2957.0178935981926
OUT_05692,2025,3,DIST_W_01,SKU_02,-92.40738408155885,-23409.865181868656
OUT_02459,2023,10,DIST_W_02,SKU_05,-127.19043888552706,-11447.160229444771
OUT_02874,2024,10,DIST_W_02,SKU_09,-6.0357703453777365,-13278.729479896623
OUT_00324,2023,10,DIST_W_01,SKU_09,-14.078498274810686,-30972.671001640607
OUT_17457,2025,4,DIST_S_01,SKU_09,-20.130382648129867,-44286.847114331125
OUT_08300,2025,12,DIST_W_01,SKU_08,-15.58482295771173,-6857.304085744562
OUT_17868,2023,3,DIST_S_02,SKU_07,-11.055094831269631,-7185.79154533987
OUT_17476,2025,10,DIST_S_01,SKU_10,-7.784892347409242,-2874.396839447272
OUT_09053,2023,2,DIST_C_03,SKU_07,-24.623595819296128,-16005.357431501749
OUT_13991,2024,3,DIST_NW_02,SKU_03,-8.886566351458212,-3110.288668306664
OUT_10544,2024,2,DIST_C_02,SKU_03,-10.077604573002176,-3527.1508554481397
OUT_12941,2023,9,DIST_C_03,SKU_08,-31.474687165534775,-13848.860141911273
OUT_09635,2025,2,DIST_C_01,SKU_08,-12.997413309562326,-5718.905903097154
OUT_19954,2024,12,DIST_S_01,SKU_02,-113.00473181936071,-28627.901999856334
OUT_11198,2025,3,DIST_C_01,SKU_06,-117.0250283572201,-9830.129908699786
OUT_04121,2024,5,DIST_W_01,SKU_07,-13.813226498275425,-8978.610087091656
OUT_17334,2024,2,DIST_S_02,SKU_10,-28.008422070909823,-10341.554924075705
OUT_06006,2024,8,DIST_W_01,SKU_01,-11.37815870858309,-3413.4790962079137
OUT_06699,2023,11,DIST_W_02,SKU_07,-125.84356564093422,-81798.301304104
OUT_13917,2025,7,DIST_NW_01,SKU_06,-125.211740706518,-10517.770070940389
OUT_16088,2024,1,DIST_NW_02,SKU_10,-21.934942811180985,-8099.013094077493
OUT_00320,2024,2,DIST_W_02,SKU_09,-15.539112942179234,-34186.00972642955
OUT_16424,2025,3,DIST_NW_02,SKU_08,-33.29892628268008,-14651.561677997272
OUT_10326,2025,11,DIST_C_01,SKU_08,-5.8995563576778185,-2595.7910807045528
OUT_14392,2023,3,DIST_NW_01,SKU_06,-59.90186130148509,-5031.776267789966
OUT_09158,2025,9,DIST_C_01,SKU_05,-20.1800577559256,-1816.2409055696453
OUT_14615,2025,10,DIST_NW_02,SKU_09,-27.7828497868602,-61122.31569344634
OUT_00122,2025,7,DIST_W_01,SKU_07,-62.78657143396303,-40811.259381548334
OUT_11560,2024,7,DIST_C_02,SKU_08,-9.460005558903784,-4162.369750262345
OUT_07765,2024,6,DIST_W_01,SKU_04,-32.62657863770669,-10603.679695110006
OUT_15673,2023,1,DIST_NW_01,SKU_02,-89.12663789019025,-22578.745337798417
OUT_15659,2025,1,DIST_NW_01,SKU_04,-9.4123536952341,-3058.995170908041
OUT_15202,2024,8,DIST_NW_01,SKU_09,-15.59750200157845,-34314.48417522416
OUT_14839,2025,2,DIST_NW_01,SKU_04,-9.260931337928326,-3009.847032181406
OUT_11628,2025,1,DIST_C_01,SKU_05,-21.53396586636263,-1938.0554608030304
OUT_03287,2023,2,DIST_W_02,SKU_05,-110.14027822435392,-9912.579186978775
OUT_13505,2025,7,DIST_NW_02,SKU_03,-24.468238229047063,-8563.896869603324
OUT_07819,2025,9,DIST_W_03,SKU_07,-26.925879929680494,-17501.858223782347
OUT_06030,2024,11,DIST_W_02,SKU_06,-536.071575097033,-45030.03576531274
OUT_17587,2025,5,DIST_S_02,SKU_03,-6.229612179296666,-2180.3422649595955
OUT_16992,2025,2,DIST_NW_02,SKU_09,-3.2735875695168084,-7201.912189870262
OUT_01412,2024,9,DIST_W_03,SKU_03,-9.173450435981165,-3210.750451694716
OUT_16559,2025,8,DIST_NW_01,SKU_08,-12.177099937756031,-5357.908794735888
OUT_13762,2023,2,DIST_NW_02,SKU_02,-87.0218140092046,-22045.532705422
OUT_00186,2023,10,DIST_W_03,SKU_10,-20.447777928720114,-7549.964163373273
OUT_18682,2024,7,DIST_S_01,SKU_10,-33.50106625392469,-12369.590474266191
OUT_16868,2023,7,DIST_NW_02,SKU_03,-24.14801839637778,-8451.786862531691
OUT_02895,2024,10,DIST_W_01,SKU_01,-24.87642690246118,-7462.928565501145
OUT_16839,2023,6,DIST_NW_02,SKU_03,-9.5088053255915,-3328.12210712082
OUT_09937,2025,7,DIST_C_03,SKU_02,-78.59151742461812,-19909.883279680547
OUT_01835,2024,4,DIST_W_01,SKU_01,-39.53403055411301,-11860.177181488303
OUT_14371,2023,4,DIST_NW_01,SKU_05,-19.17153644836218,-1725.4552252112078
OUT_15518,2025,8,DIST_NW_01,SKU_05,-26.173195589249683,-2355.5954069577383
OUT_10948,2024,10,DIST_C_01,SKU_02,-20.53234982353729,-5201.564499709365
OUT_01520,2024,1,DIST_W_03,SKU_08,-34.41073450164412,-15140.753560972364
OUT_15313,2024,8,DIST_NW_01,SKU_02,-39.06547935444311,-9896.633760870429
OUT_16901,2023,7,DIST_NW_02,SKU_04,-5.105383556281296,-1659.282619771522
OUT_03213,2024,3,DIST_W_01,SKU_05,-22.322350015554854,-2008.984625654981
OUT_12569,2023,8,DIST_C_01,SKU_01,-40.79881562465782,-12239.652064902006
OUT_01691,2023,12,DIST_W_03,SKU_05,-195.64206163449717,-17607.817593780645
OUT_13255,2025,2,DIST_NW_01,SKU_05,-12.614073979137276,-1135.2528434499795
OUT_12206,2025,5,DIST_C_02,SKU_03,-53.36627609801244,-18678.24468176791
OUT_14337,2024,12,DIST_NW_01,SKU_06,-906.6664145945896,-76159.98264035601
OUT_02586,2023,3,DIST_W_01,SKU_08,-48.78208518852949,-21464.102133168544
OUT_14056,2023,1,DIST_NW_02,SKU_06,-125.36704804791884,-10530.874018618111
OUT_01698,2024,5,DIST_W_02,SKU_10,-2.5182891114180803,-929.811093689898
OUT_10157,2023,4,DIST_C_03,SKU_10,-31.4924625164386,-11627.968867926931
OUT_13755,2025,8,DIST_NW_01,SKU_06,-113.74421786682252,-9554.49937430518
OUT_13533,2023,5,DIST_NW_01,SKU_02,-33.502626673825084,-8487.34794566861
OUT_15607,2023,9,DIST_NW_02,SKU_10,-21.72568743183932,-8021.78257842772
OUT_02778,2024,9,DIST_W_01,SKU_09,-2.9783626975183024,-6552.352359138657
OUT_16994,2025,1,DIST_NW_02,SKU_05,-25.28714405983865,-2275.867833069772
OUT_05813,2023,3,DIST_W_01,SKU_08,-27.44059678139704,-12073.819514632964
OUT_19131,2025,8,DIST_S_01,SKU_01,-12.100489985875337,-3630.1067281145
OUT_02842,2025,9,DIST_W_01,SKU_06,-94.03746179505114,-7899.104511135714
OUT_11103,2025,6,DIST_C_02,SKU_07,-12.706596071050845,-8259.337057286937
OUT_09982,2025,8,DIST_C_03,SKU_09,-43.910318586135965,-96602.73078269589
OUT_01768,2024,12,DIST_W_03,SKU_01,-17.15781183855595,-5147.34326032813
OUT_01608,2024,4,DIST_W_01,SKU_03,-7.088726130060531,-2481.094036810536
OUT_05259,2023,1,DIST_W_03,SKU_08,-28.96093805981158,-12742.825568101816
OUT_14203,2025,5,DIST_NW_01,SKU_01,-11.765416764006863,-3529.588808074091
OUT_00228,2025,3,DIST_W_03,SKU_04,-22.435302303178645,-7291.481025582288
OUT_09914,2024,8,DIST_C_02,SKU_08,-42.94998385638416,-18898.007899469198
OUT_00269,2024,4,DIST_W_03,SKU_02,-104.27114184060244,-26415.37096650089
OUT_10804,2024,3,DIST_C_03,SKU_10,-32.56962114432857,-12025.663519477408
OUT_09007,2025,10,DIST_C_03,SKU_10,-40.20445703542061,-14844.740411641767
OUT_03723,2025,12,DIST_W_03,SKU_10,-24.56187272474779,-9068.999816998376
OUT_06687,2025,10,DIST_W_03,SKU_04,-5.268579949414746,-1712.3241970760923
OUT_18237,2023,12,DIST_S_01,SKU_08,-9.94845911065901,-4377.298458210374
OUT_08523,2024,9,DIST_W_02,SKU_02,-36.946153796691526,-9359.675835422082
OUT_14085,2024,4,DIST_NW_01,SKU_04,-14.206054976210282,-4616.970637758772
OUT_01859,2025,1,DIST_W_01,SKU_09,-3.0418031574510134,-6691.925857269684
OUT_16362,2024,2,DIST_NW_02,SKU_07,-60.63713713421872,-39414.14359672066
OUT_17507,2024,12,DIST_S_01,SKU_03,-6.494134107818258,-2272.900400153212
OUT_00364,2024,9,DIST_W_03,SKU_07,-58.65967619373682,-38128.79926291011
OUT_06588,2024,12,DIST_W_01,SKU_04,-7.20935878975439,-2343.012077577164
OUT_08716,2025,10,DIST_W_03,SKU_02,-176.26197730818072,-44652.99480044344
OUT_02228,2024,11,DIST_W_01,SKU_03,-9.576223045822294,-3351.6743118049144
OUT_05757,2024,8,DIST_W_03,SKU_04,-44.76498567671303,-14548.653311047809
OUT_15786,2024,9,DIST_NW_01,SKU_04,-5.28523251677677,-1717.701845478211
OUT_07919,2025,6,DIST_W_02,SKU_10,-2.990461693078648,-1104.212397632134
OUT_05622,2023,1,DIST_W_03,SKU_01,-6.497819856983876,-1949.3476114101145
OUT_04090,2023,9,DIST_W_02,SKU_10,-7.317939934603603,-2701.9954985233653
OUT_01288,2024,7,DIST_W_03,SKU_01,-29.02120122712891,-8706.380508986007
OUT_17645,2025,4,DIST_S_02,SKU_04,-14.136570374574887,-4594.428110097316
OUT_10088,2023,11,DIST_C_02,SKU_08,-30.229844352458272,-13301.150714051262
OUT_18998,2024,9,DIST_S_02,SKU_08,-33.43794098945292,-14712.663299366772
OUT_15892,2025,8,DIST_NW_01,SKU_07,-9.773318844028111,-6352.685586014123
OUT_10050,2023,9,DIST_C_01,SKU_03,-4.430339364541488,-1550.603040256632
OUT_02407,2025,8,DIST_W_02,SKU_10,-8.301701999728902,-3065.2554137048974
OUT_09743,2025,12,DIST_C_02,SKU_06,-96.40675129093796,-8098.167003027626
OUT_08655,2025,10,DIST_W_02,SKU_08,-11.601770457189922,-5104.771344703264
OUT_10235,2024,11,DIST_C_01,SKU_04,-20.328945865119792,-6606.946618979105
OUT_12592,2024,3,DIST_C_03,SKU_09,-33.54904334274938,-73807.93596549405
OUT_10441,2023,10,DIST_C_03,SKU_06,-118.4604827058058,-9950.65922644454
OUT_00378,2023,3,DIST_W_02,SKU_01,-31.69043671720196,-9507.103567367489
OUT_11733,2023,11,DIST_C_02,SKU_06,-351.9769424825094,-29566.054869926804
OUT_19121,2023,11,DIST_S_02,SKU_03,-53.2622882514126,-18641.829500862103
OUT_19819,2023,6,DIST_S_01,SKU_05,-8.783322710797394,-790.4789115720951
OUT_15778,2025,7,DIST_NW_02,SKU_10,-7.610738598878608,-2810.111868806571
OUT_14271,2025,11,DIST_NW_01,SKU_02,-34.881530172394974,-8836.620315407054
OUT_05281,2025,12,DIST_W_03,SKU_04,-14.154356532527396,-4600.185392220687
OUT_12036,2024,8,DIST_C_02,SKU_03,-36.12167325915248,-12642.562299655772
OUT_01295,2023,1,DIST_W_03,SKU_08,-12.542277103339767,-5518.643877262771
OUT_14610,2025,11,DIST_NW_01,SKU_05,-9.823747538226137,-884.1273826473147
OUT_17931,2024,10,DIST_S_01,SKU_09,-2.84041571076147,-6248.905607057549
OUT_07106,2025,3,DIST_W_03,SKU_06,-67.52517549233475,-5672.094761443264
OUT_06342,2024,1,DIST_W_01,SKU_04,-9.033338176177784,-2935.840956927548
OUT_18986,2024,12,DIST_S_02,SKU_03,-36.600317155439285,-12810.110984730583
OUT_12271,2024,12,DIST_C_02,SKU_08,-7.934611538855325,-3491.239650381593
OUT_11788,2025,2,DIST_C_01,SKU_10,-35.80037269570377,-13218.589981655738
OUT_13998,2023,9,DIST_NW_01,SKU_09,-33.42261347559167,-73529.71832147666
OUT_17654,2024,9,DIST_S_02,SKU_04,-8.842918230650099,-2873.99179739484
OUT_18075,2024,1,DIST_S_01,SKU_03,-14.308417038822876,-5007.92819004654
OUT_04194,2023,12,DIST_W_01,SKU_01,-39.15979018352368,-11747.942048352956
OUT_16128,2023,4,DIST_NW_02,SKU_05,-34.23321049047848,-3080.990924864595
OUT_11662,2023,5,DIST_C_02,SKU_06,-315.86436495487465,-26532.594300874112
OUT_12815,2023,4,DIST_C_02,SKU_04,-30.29985785013749,-9847.432000518784
OUT_00941,2023,11,DIST_W_01,SKU_03,-10.37299825945578,-3630.5633172045
OUT_16605,2024,7,DIST_NW_02,SKU_06,-613.8357892056359,-51562.2108847112
OUT_08387,2023,10,DIST_W_03,SKU_06,-112.31157336995554,-9434.138356868529
OUT_00673,2023,8,DIST_W_01,SKU_06,-128.63046460495326,-10804.96499374495
OUT_19589,2024,12,DIST_S_01,SKU_08,-17.03535616766593,-7495.599116099196
OUT_12935,2023,7,DIST_C_01,SKU_09,-14.77422435039647,-32503.310773542955
OUT_19092,2024,12,DIST_S_01,SKU_02,-115.0589020700852,-29148.22571877176
OUT_11087,2025,4,DIST_C_02,SKU_07,-19.084489340028725,-12404.8943692559
OUT_14086,2024,6,DIST_NW_01,SKU_04,-26.088489346297145,-8478.784472843658
OUT_10316,2023,9,DIST_C_01,SKU_02,-93.54218874763592,-23697.32095517025
OUT_10918,2025,1,DIST_C_03,SKU_08,-5.603278083793621,-2465.462261411006
OUT_04415,2024,7,DIST_W_03,SKU_03,-22.10470314823973,-7736.682431374621
OUT_18626,2023,4,DIST_S_01,SKU_06,-152.18411191128592,-12783.463475851086
OUT_02991,2025,3,DIST_W_03,SKU_01,-6.132615936666371,-1839.7751704670188
OUT_12791,2023,8,DIST_C_01,SKU_09,-4.071200020884516,-8956.653391087939
OUT_15310,2025,4,DIST_NW_01,SKU_09,-9.585342032677598,-21087.78552673798
OUT_00674,2024,7,DIST_W_02,SKU_07,-68.10737529197407,-44269.830497547584
OUT_06165,2024,8,DIST_W_03,SKU_02,-34.015277741232474,-8617.170766597417
OUT_01736,2024,4,DIST_W_02,SKU_04,-61.62760566622999,-20028.943542934583
OUT_04701,2025,8,DIST_W_03,SKU_02,-99.355635453659,-25170.08807418411
OUT_17607,2024,7,DIST_S_01,SKU_09,-17.63382529590495,-38794.38243221458
OUT_00434,2025,5,DIST_W_01,SKU_03,-23.08266798532835,-8078.931986411194
OUT_12863,2025,5,DIST_C_03,SKU_09,-17.65265136843682,-38835.83432849316
OUT_10842,2023,9,DIST_C_01,SKU_08,-11.899937299808562,-5236.00236050663
OUT_08273,2024,9,DIST_W_01,SKU_06,-326.88915903559325,-27458.7163448959
OUT_12705,2023,3,DIST_C_01,SKU_05,-57.40152032059727,-5166.147867297753
OUT_08992,2025,6,DIST_W_02,SKU_03,-11.546864391455022,-4041.378791285143
OUT_16094,2024,12,DIST_NW_01,SKU_01,-92.21437585067837,-27664.343873189333
OUT_04615,2024,10,DIST_W_02,SKU_01,-33.78944281277751,-10136.79076807254
OUT_19696,2023,5,DIST_S_01,SKU_05,-37.0507963432343,-3334.6114824889014
OUT_15608,2024,4,DIST_NW_01,SKU_05,-27.34123554259591,-2460.7020220563827
OUT_18075,2024,10,DIST_S_01,SKU_03,-10.243464207623871,-3585.2609434666715
OUT_03598,2023,8,DIST_W_02,SKU_06,-274.1537935732418,-23028.959826420472
OUT_05130,2023,12,DIST_W_02,SKU_06,-432.5081010434664,-36330.6741238822
OUT_01604,2024,6,DIST_W_03,SKU_02,-11.716037937802191,-2968.0206869597355
OUT_06387,2024,2,DIST_W_01,SKU_09,-30.669555017120487,-67472.99520476958
OUT_00825,2024,3,DIST_W_01,SKU_07,-24.24683269894364,-15760.46753287086
OUT_12625,2025,7,DIST_C_02,SKU_06,-582.9311061234192,-48966.21648741739
OUT_17549,2024,6,DIST_S_02,SKU_02,-116.47435528126684,-29506.84689524324
OUT_14594,2025,4,DIST_NW_02,SKU_06,-179.78523584044683,-15101.932716565392
OUT_05091,2024,10,DIST_W_03,SKU_07,-66.71964632887844,-43367.75286791308
OUT_02400,2024,11,DIST_W_03,SKU_06,-60.03570281358846,-5042.977042457253
OUT_18835,2025,2,DIST_S_01,SKU_09,-13.633630398325334,-29994.03500675592
OUT_04475,2023,11,DIST_W_03,SKU_06,-58.71520683813063,-4932.047730106266
OUT_08749,2023,8,DIST_W_03,SKU_03,-9.055405851074484,-3169.4188140537417
OUT_02636,2024,12,DIST_W_01,SKU_07,-183.9866403227959,-119591.292676433
OUT_01539,2023,9,DIST_W_01,SKU_06,-57.60338379308124,-4838.649377193475
OUT_06971,2023,5,DIST_W_03,SKU_08,-3.8558604686515343,-1696.5508449218553
OUT_08890,2023,12,DIST_W_03,SKU_07,-16.1450870560065,-10494.352487476976
OUT_11143,2025,9,DIST_C_01,SKU_03,-52.733916314255055,-18456.86764277229
OUT_05706,2025,9,DIST_W_02,SKU_02,-18.34080660494678,-4646.306861902844
OUT_00828,2025,9,DIST_W_01,SKU_07,-24.739189879187155,-16080.501060474036
OUT_03629,2024,4,DIST_W_02,SKU_09,-21.19001445913345,-46617.99986111008
OUT_14914,2024,1,DIST_NW_02,SKU_04,-21.29832671448782,-6921.984090008469
OUT_17546,2023,1,DIST_S_01,SKU_05,-20.29888043564456,-1826.8945706469224
OUT_03339,2023,2,DIST_W_01,SKU_08,-5.857871003206624,-2577.485972379264
OUT_10594,2023,3,DIST_C_03,SKU_01,-12.458295402193848,-3737.468408281657
OUT_06221,2023,1,DIST_W_02,SKU_01,-5.615055885169395,-1684.496239506522
OUT_10134,2025,10,DIST_C_03,SKU_08,-25.730440245431748,-11321.387999708782
OUT_00272,2025,2,DIST_W_03,SKU_04,-27.237730724236982,-8852.275104278822
OUT_13162,2024,2,DIST_NW_01,SKU_06,-71.09472579352877,-5971.918265352586
OUT_11643,2025,5,DIST_C_03,SKU_03,-51.32429668924362,-17963.510301902323
OUT_00178,2025,5,DIST_W_02,SKU_02,-49.95381183615925,-12654.945470413864
OUT_04119,2024,11,DIST_W_02,SKU_04,-22.61722340950755,-7350.574213103901
OUT_12104,2024,7,DIST_C_03,SKU_06,-66.12496514376477,-5554.459349873791
OUT_17581,2024,10,DIST_S_01,SKU_09,-15.668355304325605,-34470.355872788765
OUT_14025,2023,8,DIST_NW_02,SKU_03,-23.388741344012573,-8186.083875168487
OUT_16243,2024,7,DIST_NW_01,SKU_01,-25.013137463612217,-7503.984604860683
OUT_03453,2023,7,DIST_W_03,SKU_10,-7.754331256204172,-2863.179684322596
OUT_16738,2025,2,DIST_NW_01,SKU_02,-93.17424767782848,-23604.14441128871
OUT_17752,2023,3,DIST_S_02,SKU_05,-62.558998476669686,-5630.355431514657
OUT_09369,2023,7,DIST_C_03,SKU_03,-50.17681749430784,-17561.92932321598
OUT_17208,2024,8,DIST_S_02,SKU_10,-17.2716316771785,-6377.260442491747
OUT_12417,2024,1,DIST_C_01,SKU_09,-17.611536678644665,-38745.396404168256
OUT_15280,2025,1,DIST_NW_01,SKU_08,-11.415877958232242,-5023.005525110296
OUT_13687,2024,11,DIST_NW_02,SKU_06,-111.89316573791244,-9399.060296100037
OUT_16153,2025,5,DIST_NW_01,SKU_10,-14.737367526998836,-5441.480465150998
OUT_07147,2023,11,DIST_W_02,SKU_09,-14.185626058230412,-31208.338499942547
